,1,2
0,0.0,0.0
1,0.0,0.0
2,0.0,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
11,0.0,1.0
12,0.0,0.0
13,0.0,0.0
14,0.0,1.0
15,0.0,1.0
16,0.46153846153846156,0.5384615384615384
17,0.46153846153846156,0.5384615384615384
18,0.7941176470588235,0.20588235294117646
19,0.7941176470588235,0.20588235294117646
20,0.6923076923076923,0.3076923076923077
21,0.6923076923076923,0.3076923076923077
22,0.7735849056603774,0.22641509433962265
23,0.7735849056603774,0.22641509433962265
24,0.6212121212121212,0.3787878787878788
25,0.6212121212121212,0.3787878787878788
26,0.6875,0.3125
27,0.6875,0.3125
28,0.7058823529411765,0.29411764705882354
29,0.7058823529411765,0.29411764705882354
30,0.0,0.0
31,0.0,0.0
32,0.0,1.0
33,0.0,1.0
34,0.0,1.0
35,0.0,1.0
36,0.26666666666666666,0.7333333333333333
37,0.26666666666666666,0.7333333333333333
38,0.2033898305084746,0.7966101694915254
39,0.2033898305084746,0.7966101694915254
40,0.1875,0.8125
41,0.1875,0.8125
42,0.2676056338028169,0.7323943661971831
43,0.2676056338028169,0.7323943661971831
44,0.0,0.0
45,0.0,0.0
46,0.0,1.0
47,0.0,1.0
48,0.0,1.0
49,0.0,1.0
50,0.0,1.0
51,0.0,0.0
52,0.0,0.0
53,0.0,1.0
54,0.0,1.0
55,0.0,1.0
56,0.0,1.0
57,0.2765957446808511,0.723404255319149
58,0.2765957446808511,0.723404255319149
59,0.45161290322580644,0.5483870967741935
60,0.45161290322580644,0.5483870967741935
61,0.4925373134328358,0.5074626865671642
62,0.4925373134328358,0.5074626865671642
63,0.44594594594594594,0.5540540540540541
64,0.44594594594594594,0.5540540540540541
65,0.3707865168539326,0.6292134831460674
66,0.3707865168539326,0.6292134831460674
67,0.0,0.0
68,0.0,0.0
69,0.0,1.0
70,0.0,1.0
71,0.0,1.0
72,0.0,1.0
73,0.0,1.0
74,0.0,1.0
75,0.0,0.0
76,0.0,0.0
77,1.0,0.0
78,1.0,0.0
79,1.0,0.0
80,1.0,0.0
81,1.0,0.0
82,1.0,0.0
83,0.7272727272727273,0.2727272727272727
84,0.7272727272727273,0.2727272727272727
85,0.49230769230769234,0.5076923076923077
86,0.49230769230769234,0.5076923076923077
87,0.6206896551724138,0.3793103448275862
88,0.6206896551724138,0.3793103448275862
89,0.0,0.0
90,0.0,0.0
91,0.0,1.0
92,0.0,1.0
93,0.0,1.0
94,0.0,1.0
95,0.0,1.0
96,0.0,1.0
97,0.0,1.0
98,0.0,1.0
99,0.11320754716981132,0.8867924528301887
100,0.11320754716981132,0.8867924528301887
101,0.08823529411764706,0.9117647058823529
102,0.08823529411764706,0.9117647058823529
103,0.225,0.775
104,0.225,0.775
105,0.0,0.0
106,0.0,0.0
107,1.0,0.0
108,1.0,0.0
109,1.0,0.0
110,1.0,0.0
111,0.8292682926829268,0.17073170731707318
112,0.8292682926829268,0.17073170731707318
113,0.6415094339622641,0.3584905660377358
114,0.6415094339622641,0.3584905660377358
115,0.5666666666666667,0.43333333333333335
116,0.5666666666666667,0.43333333333333335
117,0.6060606060606061,0.3939393939393939
118,0.6060606060606061,0.3939393939393939
119,0.675,0.325
120,0.675,0.325
121,0.0,0.0
122,0.0,0.0
123,0.0,1.0
124,0.0,1.0
125,0.52,0.48
126,0.52,0.48
127,0.7446808510638298,0.2553191489361702
128,0.7446808510638298,0.2553191489361702
129,0.6481481481481481,0.35185185185185186
130,0.6481481481481481,0.35185185185185186
131,0.7164179104477612,0.2835820895522388
132,0.7164179104477612,0.2835820895522388
133,0.7654320987654321,0.2345679012345679
134,0.7654320987654321,0.2345679012345679
135,0.7126436781609196,0.28735632183908044
136,0.7126436781609196,0.28735632183908044
137,0.0,0.0
138,0.0,0.0
139,1.0,0.0
140,1.0,0.0
141,1.0,0.0
142,1.0,0.0
143,1.0,0.0
144,1.0,0.0
145,1.0,0.0
146,1.0,0.0
147,1.0,0.0
148,1.0,0.0
149,0.6612903225806451,0.3387096774193548
150,0.6612903225806451,0.3387096774193548
151,0.5394736842105263,0.4605263157894737
152,0.5394736842105263,0.4605263157894737
153,0.45555555555555555,0.5444444444444444
154,0.45555555555555555,0.5444444444444444
155,0.0,0.0
156,0.0,0.0
157,0.0,1.0
158,0.0,1.0
159,0.0,1.0
160,0.0,1.0
161,0.0,1.0
162,0.0,1.0
163,0.0,0.0
164,0.0,0.0
165,0.0,1.0
166,0.0,1.0
167,0.0,1.0
168,0.0,1.0
169,0.0,1.0
170,0.0,1.0
171,0.0,1.0
172,0.0,1.0
173,0.0,1.0
174,0.0,1.0
175,0.0,1.0
176,0.0,1.0
177,0.1875,0.8125
178,0.1875,0.8125
179,0.2441860465116279,0.7558139534883721
180,0.2441860465116279,0.7558139534883721
181,0.3925233644859813,0.6074766355140186
182,0.3925233644859813,0.6074766355140186
183,0.0,0.0
184,0.0,0.0
185,0.0,0.0
186,1.0,0.0
187,1.0,0.0
188,1.0,0.0
189,1.0,0.0
190,0.8181818181818182,0.18181818181818182
191,0.8181818181818182,0.18181818181818182
192,0.5869565217391305,0.41304347826086957
193,0.5869565217391305,0.41304347826086957
194,0.5192307692307693,0.4807692307692308
195,0.5192307692307693,0.4807692307692308
196,0.5689655172413793,0.43103448275862066
197,0.5689655172413793,0.43103448275862066
198,0.6575342465753424,0.3424657534246575
199,0.6575342465753424,0.3424657534246575
200,0.5647058823529412,0.43529411764705883
201,0.5647058823529412,0.43529411764705883
202,0.4528301886792453,0.5471698113207547
203,0.4528301886792453,0.5471698113207547
204,0.0,0.0
205,0.0,0.0
206,1.0,0.0
207,1.0,0.0
208,1.0,0.0
209,1.0,0.0
210,0.43478260869565216,0.5652173913043478
211,0.43478260869565216,0.5652173913043478
212,0.2702702702702703,0.7297297297297297
213,0.2702702702702703,0.7297297297297297
214,0.2222222222222222,0.7777777777777778
215,0.2222222222222222,0.7777777777777778
216,0.39655172413793105,0.603448275862069
217,0.39655172413793105,0.603448275862069
218,0.46153846153846156,0.5384615384615384
219,0.46153846153846156,0.5384615384615384
220,0.379746835443038,0.620253164556962
221,0.379746835443038,0.620253164556962
222,0.5050505050505051,0.494949494949495
223,0.5050505050505051,0.494949494949495
224,0.0,0.0
225,0.0,0.0
226,0.0,1.0
227,0.0,1.0
228,0.0,1.0
229,0.0,1.0
230,0.4489795918367347,0.5510204081632653
231,0.4489795918367347,0.5510204081632653
232,0.5645161290322581,0.43548387096774194
233,0.5645161290322581,0.43548387096774194
234,0.4605263157894737,0.5394736842105263
235,0.4605263157894737,0.5394736842105263
236,0.5494505494505495,0.45054945054945056
237,0.5494505494505495,0.45054945054945056
238,0.6019417475728155,0.39805825242718446
239,0.6019417475728155,0.39805825242718446
240,0.0,0.0
241,0.0,0.0
242,1.0,0.0
243,1.0,0.0
244,0.3684210526315789,0.631578947368421
245,0.3684210526315789,0.631578947368421
246,0.175,0.825
247,0.175,0.825
248,0.15217391304347827,0.8478260869565217
249,0.15217391304347827,0.8478260869565217
250,0.14,0.86
251,0.14,0.86
252,0.3384615384615385,0.6615384615384615
253,0.3384615384615385,0.6615384615384615
254,0.0,0.0
255,0.0,0.0
256,0.0,1.0
257,0.0,1.0
258,0.5454545454545454,0.45454545454545453
259,0.5454545454545454,0.45454545454545453
260,0.25,0.75
261,0.25,0.75
262,0.16216216216216217,0.8378378378378378
263,0.16216216216216217,0.8378378378378378
264,0.13636363636363635,0.8636363636363636
265,0.13636363636363635,0.8636363636363636
266,0.4153846153846154,0.5846153846153846
267,0.4153846153846154,0.5846153846153846
268,0.34177215189873417,0.6582278481012658
269,0.34177215189873417,0.6582278481012658
270,0.43478260869565216,0.5652173913043478
271,0.43478260869565216,0.5652173913043478
272,0.38095238095238093,0.6190476190476191
273,0.38095238095238093,0.6190476190476191
274,0.0,0.0
275,0.0,0.0
276,0.0,0.0
277,1.0,0.0
278,1.0,0.0
279,1.0,0.0
280,1.0,0.0
281,1.0,0.0
282,1.0,0.0
283,1.0,0.0
284,1.0,0.0
285,0.7941176470588235,0.20588235294117646
286,0.7941176470588235,0.20588235294117646
287,0.0,0.0
288,0.0,0.0
289,1.0,0.0
290,1.0,0.0
291,1.0,0.0
292,1.0,0.0
293,1.0,0.0
294,1.0,0.0
295,1.0,0.0
296,1.0,0.0
297,1.0,0.0
298,1.0,0.0
299,0.0,0.0
300,0.0,0.0
